PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-0-22,6,BarChart - all different color,-0.41557762,0.2437528,0.25
2014-11-20-0-22,7,BarChart - all same color,2.4385593,0.39703998,0.45
2014-11-20-0-22,8,BarChart - white,1.1725856,0.02870847,0.05
2014-11-20-0-22,9,BarChart - all same color,-0.08682059,0.74183404,0.75
2014-11-20-0-22,10,BarChart - all different color,-0.49861202,0.25582787,0.25
2014-11-20-0-22,11,BarChart - all different color,1.6991385,0.12877929,0.16
2014-11-20-0-22,12,BarChart - all different color,-0.057459004,0.25835955,0.25
2014-11-20-0-22,13,BarChart - mark w/color,3.2108757,0.90865874,1
2014-11-20-0-22,14,BarChart - white,-0.41557762,0.2437528,0.25
2014-11-20-0-22,15,BarChart - all different color,-2.6107047,0.8996128,0.9
2014-11-20-0-22,16,BarChart - all different color,1.2005101,0.07826791,0.1
2014-11-20-0-22,17,BarChart - all same color,3.1394367,0.363132,0.45
2014-11-20-0-22,18,BarChart - all same color,4.160196,0.4224598,0.6
2014-11-20-0-22,19,BarChart - all same color,-0.5126702,0.45575923,0.45
2014-11-20-0-22,20,BarChart - all different color,-1.0017304,0.946256,0.95
2014-11-20-0-22,21,BarChart - mark w/color,1.7816529,0.363132,0.33
2014-11-20-0-22,22,BarChart - all different color,1.9579736,0.2876016,0.25
2014-11-20-0-22,23,BarChart - white,1.9579736,0.2876016,0.25
2014-11-20-0-22,24,BarChart - white,1.7816529,0.363132,0.33
2014-11-20-0-22,25,BarChart - mark w/color,2.7767959,0.26271716,0.33
2014-11-20-0-22,26,BarChart - all same color,1.9579736,0.2876016,0.25
2014-11-20-0-22,27,BarChart - white,2.5129316,0.25582787,0.2
2014-11-20-0-22,28,BarChart - mark w/color,2.8588073,0.02870847,0.1
2014-11-20-0-22,29,BarChart - white,-1.2480989,0.39703998,0.4
2014-11-20-0-22,30,BarChart - mark w/color,-1.5747452,0.60210705,0.6
2014-11-20-0-22,31,BarChart - white,1.0093855,0.001119465,0.02
2014-11-20-0-22,32,BarChart - mark w/color,2.101156,0.6416553,0.6
2014-11-20-0-22,33,BarChart - mark w/color,0.99224085,0.48135728,0.5
2014-11-20-0-22,34,BarChart - mark w/color,-0.5286582,0.985682,0.98
2014-11-20-0-22,35,BarChart - white,2.4156787,0.60210705,0.55
2014-11-20-0-22,36,BarChart - all same color,-0.41557762,0.2437528,0.25
2014-11-20-0-22,37,BarChart - white,1.7051944,0.48135728,0.45
2014-11-20-0-22,38,BarChart - white,-0.5126702,0.45575923,0.45
2014-11-20-0-22,39,BarChart - white,3.2108757,0.90865874,1
2014-11-20-0-22,40,BarChart - all different color,1.0093855,0.001119465,0.02
2014-11-20-0-22,41,BarChart - all same color,-1.4582624,0.8023893,0.8
2014-11-20-0-22,42,BarChart - mark w/color,-0.41557762,0.2437528,0.25
2014-11-20-0-22,43,BarChart - mark w/color,-1.6516316,0.6019328,0.6
2014-11-20-0-22,44,BarChart - mark w/color,-0.08682059,0.74183404,0.75
2014-11-20-0-22,45,BarChart - all different color,0.99224085,0.48135728,0.5
2014-11-20-0-22,46,BarChart - all same color,-0.5286582,0.985682,0.98
2014-11-20-0-22,47,BarChart - all different color,2.4156787,0.60210705,0.55
2014-11-20-0-22,48,BarChart - all different color,2.4979753,0.044760793,0.1
2014-11-20-0-22,49,BarChart - all same color,2.317337,0.84859115,0.8
2014-11-20-0-22,50,BarChart - all different color,0.48203844,0.26271716,0.25
2014-11-20-0-22,51,BarChart - mark w/color,1.2005101,0.07826791,0.1
2014-11-20-0-22,52,BarChart - all different color,1.5255767,0.4224598,0.45
2014-11-20-0-22,53,BarChart - all same color,2.0864682,0.12877929,0.17
2014-11-20-0-22,54,BarChart - all different color,2.3900695,0.6011683,0.55
2014-11-20-0-22,55,BarChart - white,2.3900695,0.6011683,0.55
2014-11-20-0-22,56,BarChart - all different color,1.1725856,0.02870847,0.05
2014-11-20-0-22,57,BarChart - all same color,2.4156787,0.60210705,0.55
2014-11-20-0-22,58,BarChart - white,2.0864682,0.12877929,0.17
2014-11-20-0-22,59,BarChart - mark w/color,1.0093855,0.001119465,0.02
2014-11-20-0-22,60,BarChart - all different color,2.4385593,0.39703998,0.45
2014-11-20-0-22,61,BarChart - all same color,-0.59955466,0.8946504,0.9
2014-11-20-0-22,62,BarChart - white,2.101156,0.6416553,0.6
2014-11-20-0-22,63,BarChart - all different color,1.0003556,0.43124506,0.45
2014-11-20-0-22,64,BarChart - all different color,-0.08682059,0.74183404,0.75
2014-11-20-0-22,65,BarChart - all different color,2.5111952,0.45575923,0.4
2014-11-20-0-22,66,BarChart - white,0.91618204,0.18762115,0.17
2014-11-20-0-22,67,BarChart - white,1.5888156,0.27883023,0.25
2014-11-20-0-22,68,BarChart - white,-0.5286582,0.985682,0.98
2014-11-20-0-22,69,BarChart - mark w/color,-0.49861202,0.25582787,0.25
2014-11-20-0-22,70,BarChart - mark w/color,1.0003556,0.43124506,0.45
2014-11-20-0-22,71,BarChart - all same color,1.2005101,0.07826791,0.1
2014-11-20-0-22,72,BarChart - all same color,1.1725856,0.02870847,0.05
2014-11-20-0-22,73,BarChart - mark w/color,1.2454839,0.4224598,0.4
2014-11-20-0-22,74,BarChart - white,0.48203844,0.26271716,0.25
2014-11-20-0-22,75,BarChart - all same color,2.4109602,0.6019328,0.55
2014-11-20-0-22,76,BarChart - all different color,2.669681,0.18762115,0.25
2014-11-20-0-22,77,BarChart - all same color,-2.047964,0.6011683,0.6
2014-11-20-0-22,78,BarChart - all different color,2.3966753,0.84859115,0.9
2014-11-20-0-22,79,BarChart - all same color,0.44666457,0.18762115,0.2
2014-11-20-0-22,80,BarChart - white,2.4109602,0.6019328,0.55
2014-11-20-0-22,81,BarChart - all same color,0.018710248,0.001119465,0.01
2014-11-20-0-22,82,BarChart - all same color,1.7002201,0.43124506,0.4
2014-11-20-0-22,83,BarChart - white,-0.057459004,0.25835955,0.25
2014-11-20-0-22,84,BarChart - white,-1.4582624,0.8023893,0.8
2014-11-20-0-22,85,BarChart - all different color,-0.013222585,0.90865874,0.9
2014-11-20-0-22,86,BarChart - all different color,1.5888156,0.27883023,0.25
2014-11-20-0-22,87,BarChart - mark w/color,-0.59955466,0.8946504,0.9
2014-11-20-0-22,88,BarChart - all same color,0.99224085,0.48135728,0.5
2014-11-20-0-22,89,BarChart - white,1.0003556,0.43124506,0.45
2014-11-20-0-22,90,BarChart - all different color,-1.4582624,0.8023893,0.8
2014-11-20-0-22,91,BarChart - all same color,-0.49861202,0.25582787,0.25
2014-11-20-0-22,92,BarChart - mark w/color,-0.62388587,0.044760793,0.05
2014-11-20-0-22,93,BarChart - white,2.5708506,0.74183404,0.8
2014-11-20-0-22,94,BarChart - all same color,2.2481098,0.946256,0.9
2014-11-20-0-22,95,BarChart - mark w/color,1.9579736,0.2876016,0.25
2014-11-20-0-22,96,BarChart - white,2.4979753,0.044760793,0.1
2014-11-20-0-22,97,BarChart - mark w/color,-1.9111122,0.84859115,0.85
2014-11-20-0-22,98,BarChart - all same color,2.101156,0.6416553,0.6
2014-11-20-0-22,99,BarChart - all same color,0.48203844,0.26271716,0.25
2014-11-20-0-22,100,BarChart - white,1.2454839,0.4224598,0.4
2014-11-20-0-22,101,BarChart - mark w/color,-1.4582624,0.8023893,0.8
2014-11-20-0-22,102,BarChart - mark w/color,-0.057459004,0.25835955,0.25
2014-11-20-0-22,103,BarChart - all same color,2.4979753,0.044760793,0.1
2014-11-20-0-22,104,BarChart - white,1.2005101,0.07826791,0.1
2014-11-20-0-22,105,BarChart - mark w/color,-1.2480989,0.39703998,0.4
2014-11-20-0-22,106,BarChart - all same color,-2.6107047,0.8996128,0.9
2014-11-20-0-22,107,BarChart - all different color,-0.59955466,0.8946504,0.9
2014-11-20-0-22,108,BarChart - all different color,-0.5286582,0.985682,0.98
2014-11-20-0-22,109,BarChart - all different color,2.101156,0.6416553,0.6
2014-11-20-0-22,110,BarChart - mark w/color,2.5111952,0.45575923,0.4
2014-11-20-0-22,111,BarChart - mark w/color,2.3900695,0.6011683,0.55
2014-11-20-0-22,112,BarChart - all different color,-1.6516316,0.6019328,0.6
2014-11-20-0-22,113,BarChart - white,2.3966753,0.84859115,0.9
2014-11-20-0-22,114,BarChart - white,-1.0017304,0.946256,0.95
2014-11-20-0-22,115,BarChart - mark w/color,2.6751642,0.18762115,0.125
2014-11-20-0-22,116,BarChart - all same color,-0.057459004,0.25835955,0.25
2014-11-20-0-22,117,BarChart - mark w/color,0.8078474,0.946256,0.93
2014-11-20-0-22,118,BarChart - all same color,2.859796,0.90865874,0.98
2014-11-20-0-22,119,BarChart - all same color,2.859796,0.90865874,0.98
2014-11-20-20-50,0,BarChart - white,5.108445,0.506269,0.85
2014-11-20-20-50,1,BarChart - all same color,1.3434131,0.14412509,0.12
2014-11-20-20-50,2,BarChart - mark w/color,2.1819005,0.14412509,0.1
2014-11-20-20-50,3,BarChart - white,2.1819005,0.14412509,0.1
2014-11-20-20-50,4,BarChart - mark w/color,1.9434254,0.5372118,0.5
2014-11-20-20-50,5,BarChart - mark w/color,3.624483,0.5220827,0.4
2014-11-20-20-50,6,BarChart - mark w/color,-2.391448,0.03065591,0.03
2014-11-20-20-50,7,BarChart - all same color,2.5291064,0.8564714,0.8
2014-11-20-20-50,8,BarChart - all different color,2.8744566,0.5220827,0.45
2014-11-20-20-50,9,BarChart - white,0.51924235,0.016917976,0.03
2014-11-20-20-50,10,BarChart - all same color,1.704403,0.61866057,0.65
2014-11-20-20-50,11,BarChart - mark w/color,1.6399462,0.42991543,0.4
2014-11-20-20-50,12,BarChart - all different color,2.3575616,0.39999965,0.45
2014-11-20-20-50,13,BarChart - white,0.9304719,0.06780899,0.05
2014-11-20-20-50,14,BarChart - mark w/color,3.2472966,0.24370846,0.15
2014-11-20-20-50,15,BarChart - white,1.2223524,0.5220827,0.5
2014-11-20-20-50,16,BarChart - white,0.703,0.41502887,0.4
2014-11-20-20-50,17,BarChart - mark w/color,3.0459569,0.61866057,0.7
2014-11-20-20-50,18,BarChart - white,-1.0311246,0.063643284,0.06
2014-11-20-20-50,19,BarChart - all same color,2.802555,0.7314825,0.8
2014-11-20-20-50,20,BarChart - white,2.802555,0.7314825,0.8
2014-11-20-20-50,21,BarChart - white,1.6546588,0.7802349,0.75
2014-11-20-20-50,22,BarChart - all same color,2.3575423,0.39999965,0.35
2014-11-20-20-50,23,BarChart - all same color,1.6936316,0.568903,0.6
2014-11-20-20-50,24,BarChart - all same color,1.2678466,0.95716983,0.98
2014-11-20-20-50,25,BarChart - all same color,0.5746619,0.063643284,0.05
2014-11-20-20-50,26,BarChart - white,-0.3271719,0.10672098,0.1
2014-11-20-20-50,27,BarChart - mark w/color,-1.5295576,0.7977862,0.8
2014-11-20-20-50,28,BarChart - white,2.2945793,0.6521889,0.7
2014-11-20-20-50,29,BarChart - all different color,2.1685925,0.24370846,0.2
2014-11-20-20-50,30,BarChart - all different color,1.3434131,0.14412509,0.12
2014-11-20-20-50,31,BarChart - mark w/color,-0.3271719,0.10672098,0.1
2014-11-20-20-50,32,BarChart - all different color,1.0714289,0.7802349,0.8
2014-11-20-20-50,33,BarChart - all different color,-1.0311246,0.063643284,0.06
2014-11-20-20-50,34,BarChart - mark w/color,1.3765506,0.07471468,0.05
2014-11-20-20-50,35,BarChart - all different color,2.6789339,0.5372118,0.6
2014-11-20-20-50,36,BarChart - all different color,1.6984922,0.33120617,0.3
2014-11-20-20-50,37,BarChart - all different color,1.2100348,0.5218843,0.5
2014-11-20-20-50,38,BarChart - white,1.4913785,0.47686574,0.45
2014-11-20-20-50,39,BarChart - all different color,1.0931923,0.42991543,0.45
2014-11-20-20-50,40,BarChart - all different color,-0.3271719,0.10672098,0.1
2014-11-20-20-50,41,BarChart - mark w/color,1.0031576,0.33120617,0.35
2014-11-20-20-50,42,BarChart - mark w/color,2.1628082,0.8564714,0.9
2014-11-20-20-50,43,BarChart - all same color,1.9434254,0.5372118,0.5
2014-11-20-20-50,44,BarChart - white,1.6984922,0.33120617,0.3
2014-11-20-20-50,45,BarChart - all same color,1.5541315,0.5218843,0.55
2014-11-20-20-50,46,BarChart - white,1.0109957,0.568903,0.55
2014-11-20-20-50,47,BarChart - mark w/color,-0.3946543,0.063643284,0.07
2014-11-20-20-50,48,BarChart - all same color,0.51924235,0.016917976,0.03
2014-11-20-20-50,49,BarChart - white,0.9379497,0.86790806,0.85
2014-11-20-20-50,50,BarChart - mark w/color,0.9379497,0.86790806,0.85
2014-11-20-20-50,51,BarChart - mark w/color,1.4913785,0.47686574,0.45
2014-11-20-20-50,52,BarChart - all different color,2.9656131,0.47686574,0.4
2014-11-20-20-50,53,BarChart - mark w/color,0.3917481,0.03813018,0.05
2014-11-20-20-50,54,BarChart - all different color,2.7898972,0.86790806,0.8
2014-11-20-20-50,55,BarChart - mark w/color,-1.5390972,0.06780899,0.07
2014-11-20-20-50,56,BarChart - all different color,1.0109957,0.568903,0.55
2014-11-20-20-50,57,BarChart - all same color,3.6911688,0.5220827,0.65
2014-11-20-20-50,58,BarChart - mark w/color,0.703,0.41502887,0.4
2014-11-20-20-50,59,BarChart - all same color,2.8682377,0.72823274,0.8
2014-11-20-20-50,60,BarChart - all different color,-0.7454827,0.07471468,0.07
2014-11-20-20-50,61,BarChart - all different color,3.3083189,0.6521889,0.75
2014-11-20-20-50,62,BarChart - all same color,1.0422305,0.03065591,0.05
2014-11-20-20-50,63,BarChart - mark w/color,-1.2068869,0.016917976,0.02
2014-11-20-20-50,64,BarChart - all same color,-0.9900006,0.5037848,0.5
2014-11-20-20-50,65,BarChart - white,-0.4070692,0.24370846,0.25
2014-11-20-20-50,66,BarChart - mark w/color,-1.2933067,0.95716983,0.96
2014-11-20-20-50,67,BarChart - all same color,1.0031576,0.33120617,0.35
2014-11-20-20-50,68,BarChart - all same color,1.4147314,0.474589,0.5
2014-11-20-20-50,69,BarChart - all same color,-0.3271719,0.10672098,0.1
2014-11-20-20-50,70,BarChart - all different color,1.4147314,0.474589,0.5
2014-11-20-20-50,71,BarChart - mark w/color,1.4147314,0.474589,0.5
2014-11-20-20-50,72,BarChart - mark w/color,1.9093457,0.11368614,0.15
2014-11-20-20-50,73,BarChart - mark w/color,-2.9995873,0.39999965,0.4
2014-11-20-20-50,74,BarChart - all same color,0.703,0.41502887,0.4
2014-11-20-20-50,75,BarChart - white,3.7288938,0.61866057,0.75
2014-11-20-20-50,76,BarChart - all same color,1.0714289,0.7802349,0.8
2014-11-20-20-50,77,BarChart - mark w/color,1.0714289,0.7802349,0.8
2014-11-20-20-50,78,BarChart - white,1.0931923,0.42991543,0.45
2014-11-20-20-50,79,BarChart - mark w/color,2.2945793,0.6521889,0.7
2014-11-20-20-50,80,BarChart - white,2.9229398,0.474589,0.4
2014-11-20-20-50,81,BarChart - all different color,-0.37306648,0.8564714,0.85
2014-11-20-20-50,82,BarChart - mark w/color,1.5541315,0.5218843,0.55
2014-11-20-20-50,83,BarChart - all same color,0.5788068,0.11368614,0.1
2014-11-20-20-50,84,BarChart - mark w/color,2.8682377,0.72823274,0.8
2014-11-20-20-50,85,BarChart - all different color,-0.9900006,0.5037848,0.5
2014-11-20-20-50,86,BarChart - all different color,0.3917481,0.03813018,0.05
2014-11-20-20-50,87,BarChart - all different color,1.7689329,0.95716983,0.99
2014-11-20-20-50,88,BarChart - all same color,0.3917481,0.03813018,0.05
2014-11-20-20-50,89,BarChart - all different color,0.51924235,0.016917976,0.03
2014-11-20-20-50,90,BarChart - all different color,1.7416184,0.06780899,0.1
2014-11-20-20-50,91,BarChart - white,1.5541315,0.5218843,0.55
2014-11-20-20-50,92,BarChart - all same color,0.9379497,0.86790806,0.85
2014-11-20-20-50,93,BarChart - all same color,3.3083189,0.6521889,0.75
2014-11-20-20-50,94,BarChart - all same color,-1.5295576,0.7977862,0.8
2014-11-20-20-50,95,BarChart - all same color,-0.4070692,0.24370846,0.25
2014-11-20-20-50,96,BarChart - white,1.0874393,0.39999965,0.38
2014-11-20-20-50,97,BarChart - white,1.0422305,0.03065591,0.05
2014-11-20-20-50,98,BarChart - white,-1.5295576,0.7977862,0.8
2014-11-20-20-50,99,BarChart - white,2.6789339,0.5372118,0.6
2014-11-20-20-50,100,BarChart - white,-0.40280533,0.11368614,0.12
2014-11-20-20-50,101,BarChart - white,1.202716,0.72823274,0.75
2014-11-20-20-50,102,BarChart - white,-0.9900006,0.5037848,0.5
2014-11-20-20-50,103,BarChart - all different color,1.0422305,0.03065591,0.05
2014-11-20-20-50,104,BarChart - white,-0.37306648,0.8564714,0.85
2014-11-20-20-50,105,BarChart - all same color,1.4079139,0.07471468,0.1
2014-11-20-20-50,106,BarChart - mark w/color,2.802555,0.7314825,0.8
2014-11-20-20-50,107,BarChart - all different color,2.802555,0.7314825,0.8
2014-11-20-20-50,108,BarChart - all different color,4.6382833,0.7977862,0.55
2014-11-20-20-50,109,BarChart - all different color,0.703,0.41502887,0.4
2014-11-20-20-50,110,BarChart - all same color,1.7416184,0.06780899,0.1
2014-11-20-20-50,111,BarChart - white,1.2678466,0.95716983,0.98
2014-11-20-20-50,112,BarChart - mark w/color,1.6936316,0.568903,0.6
2014-11-20-20-50,113,BarChart - all same color,2.8346014,0.42991543,0.5
2014-11-20-20-50,114,BarChart - all different color,1.9093457,0.11368614,0.15
2014-11-20-20-50,115,BarChart - all different color,1.704403,0.61866057,0.65
2014-11-20-20-50,116,BarChart - white,1.7276949,0.03813018,0.07
2014-11-20-20-50,117,BarChart - mark w/color,-0.9900006,0.5037848,0.5
2014-11-20-20-50,118,BarChart - all different color,2.8682377,0.72823274,0.8
2014-11-20-20-50,119,BarChart - all different color,2.8682377,0.72823274,0.8
2014-11-20-20-21,0,BarChart - white,0.4262279,0.6077584,0.6199456
2014-11-20-20-21,1,BarChart - all different color,0.194162,0.8545077,0.8443171
2014-11-20-20-21,2,BarChart - white,2.7731002,0.8671802,0.9342878
2014-11-20-20-21,3,BarChart - all different color,2.7078498,0.6610106,0.7250953
2014-11-20-20-21,4,BarChart - mark w/color,2.4139374,0.9506781,0.8986355
2014-11-20-20-21,5,BarChart - mark w/color,1.8399983,0.3131208,0.2785698
2014-11-20-20-21,6,BarChart - all same color,3.2257647,0.6264941,0.7187959
2014-11-20-20-21,7,BarChart - mark w/color,3.1374079,0.6994017,0.7861458
2014-11-20-20-21,8,BarChart - all different color,3.2250766,0.1437414,0.2359986
2014-11-20-20-21,9,BarChart - all different color,2.808123,0.126502,0.0577148
2014-11-20-20-21,10,BarChart - mark w/color,2.3828072,0.6244147,0.6753197
2014-11-20-20-21,11,BarChart - all different color,2.2367229,0.3402926,0.3861751
2014-11-20-20-21,12,BarChart - mark w/color,2.9581553,0.5372012,0.4607382
2014-11-20-20-21,13,BarChart - mark w/color,2.0909928,0.3107722,0.2694181
2014-11-20-20-21,14,BarChart - mark w/color,2.8062945,0.3708797,0.3021811
2014-11-20-20-21,15,BarChart - mark w/color,1.5690604,0.9845618,0.9561407
2014-11-20-20-21,16,BarChart - all different color,2.1935903,0.9389401,0.9834344
2014-11-20-20-21,17,BarChart - all same color,2.9983842,0.2487167,0.3273771
2014-11-20-20-21,18,BarChart - all same color,-1.384415,0.2310741,0.2284936
2014-11-20-20-21,19,BarChart - mark w/color,2.7401456,0.9602039,0.8946401
2014-11-20-20-21,20,BarChart - all different color,2.6165488,0.3005487,0.3606269
2014-11-20-20-21,21,BarChart - all different color,2.6297868,0.5458255,0.4851821
2014-11-20-20-21,22,BarChart - mark w/color,2.6877032,0.3664072,0.4295859
2014-11-20-20-21,23,BarChart - all same color,2.9865672,0.0548266,0.1328352
2014-11-20-20-21,24,BarChart - white,2.6725579,0.5611269,0.498621
2014-11-20-20-21,25,BarChart - all different color,-0.4836995,0.53665,0.5425515
2014-11-20-20-21,26,BarChart - white,1.7821145,0.0795732,0.1127162
2014-11-20-20-21,27,BarChart - all same color,1.5999113,0.8311401,0.8020777
2014-11-20-20-21,28,BarChart - mark w/color,-0.8368021,0.2820051,0.2776563
2014-11-20-20-21,29,BarChart - white,2.4603532,0.8895436,0.9433288
2014-11-20-20-21,30,BarChart - all same color,3.0009326,0.7574461,0.8362478
2014-11-20-20-21,31,BarChart - white,1.5333378,0.6717779,0.6440824
2014-11-20-20-21,32,BarChart - white,1.4112209,0.4829448,0.508291
2014-11-20-20-21,33,BarChart - mark w/color,0.5850155,0.6009515,0.587201
2014-11-20-20-21,34,BarChart - mark w/color,3.1067957,0.5763389,0.4914422
2014-11-20-20-21,35,BarChart - all same color,0.7095491,0.0508683,0.0659712
2014-11-20-20-21,36,BarChart - all different color,1.5507062,0.4974954,0.4694493
2014-11-20-20-21,37,BarChart - white,3.2087848,0.3100253,0.4012324
2014-11-20-20-21,38,BarChart - white,2.0419807,0.0507894,0.0108583
2014-11-20-20-21,39,BarChart - all same color,3.0973779,0.808382,0.7240458
2014-11-20-20-21,40,BarChart - mark w/color,3.3252988,0.5963923,0.4974083
2014-11-20-20-21,41,BarChart - all same color,1.2072247,0.3526009,0.3307616
2014-11-20-20-21,42,BarChart - all different color,2.6631128,0.1116997,0.1737895
2014-11-20-20-21,43,BarChart - all different color,-1.4272383,0.8176228,0.8151544
2014-11-20-20-21,44,BarChart - white,3.2112074,0.9489985,0.857636
2014-11-20-20-21,45,BarChart - all same color,2.3144981,0.4063288,0.3578356
2014-11-20-20-21,46,BarChart - all different color,1.7128508,0.0204698,0.0520006
2014-11-20-20-21,47,BarChart - all same color,3.3335474,0.1191782,0.2187369
2014-11-20-20-21,48,BarChart - mark w/color,2.8763568,0.239112,0.1669326
2014-11-20-20-21,49,BarChart - all different color,3.0388606,0.7125808,0.6316466
2014-11-20-20-21,50,BarChart - all same color,0.9989833,0.0787552,0.0600193
2014-11-20-20-21,51,BarChart - white,3.3286515,0.3526838,0.2534667
2014-11-20-20-21,52,BarChart - white,3.1481103,0.5246523,0.6120517
2014-11-20-20-21,53,BarChart - all different color,2.4333014,0.049407,0.1021698
2014-11-20-20-21,54,BarChart - mark w/color,1.8323548,0.4052634,0.4396251
2014-11-20-20-21,55,BarChart - all different color,3.3154119,0.337026,0.4353253
2014-11-20-20-21,56,BarChart - all same color,-0.0125,0.2428457,0.2515094
2014-11-20-20-21,57,BarChart - all same color,1.4794601,0.7450565,0.718422
2014-11-20-20-21,58,BarChart - mark w/color,2.8118609,0.0237835,0.0927524
2014-11-20-20-21,59,BarChart - all different color,1.6449701,0.657317,0.6272929
2014-11-20-20-21,60,BarChart - white,2.9347726,0.0954928,0.0202792
2014-11-20-20-21,61,BarChart - all same color,0.4456208,0.7287714,0.7411404
2014-11-20-20-21,62,BarChart - all same color,2.5434656,0.3108195,0.2537707
2014-11-20-20-21,63,BarChart - all same color,2.7936279,0.7997578,0.7316706
2014-11-20-20-21,64,BarChart - all different color,-1.4461476,0.221202,0.218782
2014-11-20-20-21,65,BarChart - white,2.2696441,0.1571586,0.1101882
2014-11-20-20-21,66,BarChart - white,3.2580372,0.6004179,0.5059998
2014-11-20-20-21,67,BarChart - all different color,1.4009761,0.1871468,0.2123048
2014-11-20-20-21,68,BarChart - all different color,1.1780204,0.0404497,0.0618263
2014-11-20-20-21,69,BarChart - white,2.5968988,0.4896672,0.5489156
2014-11-20-20-21,70,BarChart - mark w/color,3.3356148,0.4544253,0.5541285
2014-11-20-20-21,71,BarChart - mark w/color,-0.8995149,0.7131199,0.7172306
2014-11-20-20-21,72,BarChart - white,1.4225258,0.449742,0.4241866
2014-11-20-20-21,73,BarChart - all different color,1.5003008,0.9667547,0.9397145
2014-11-20-20-21,74,BarChart - mark w/color,1.2575709,0.7735716,0.7509123
2014-11-20-20-21,75,BarChart - mark w/color,1.7995555,0.5078889,0.5414502
2014-11-20-20-21,76,BarChart - all same color,2.9008657,0.3383877,0.4118252
2014-11-20-20-21,77,BarChart - mark w/color,-0.4433329,0.6352864,0.6291821
2014-11-20-20-21,78,BarChart - all different color,1.9935199,0.3689293,0.4075
2014-11-20-20-21,79,BarChart - all same color,1.680427,0.7690006,0.7998029
2014-11-20-20-21,80,BarChart - white,2.5626421,0.3192115,0.3770403
2014-11-20-20-21,81,BarChart - white,-1.5787411,0.7740232,0.7719254
2014-11-20-20-21,82,BarChart - all same color,1.9042199,0.9677736,0.931593
2014-11-20-20-21,83,BarChart - white,0.8670391,0.1569665,0.1399774
2014-11-20-20-21,84,BarChart - all same color,3.2695707,0.1400019,0.044816
2014-11-20-20-21,85,BarChart - all same color,2.9397724,0.9426094,0.8671304
2014-11-20-20-21,86,BarChart - white,2.7478421,0.5869439,0.6528651
2014-11-20-20-21,87,BarChart - all same color,3.102159,0.1170175,0.2016377
2014-11-20-20-21,88,BarChart - all same color,1.6737492,0.2621804,0.2315261
2014-11-20-20-21,89,BarChart - mark w/color,0.8226311,0.5158908,0.4994545
2014-11-20-20-21,90,BarChart - white,3.2588779,0.4909031,0.3964293
2014-11-20-20-21,91,BarChart - mark w/color,1.8315,0.9897264,0.9553857
2014-11-20-20-21,92,BarChart - all same color,2.1669986,0.5858115,0.6294703
2014-11-20-20-21,93,BarChart - white,3.1132783,0.426102,0.5113867
2014-11-20-20-21,94,BarChart - all same color,3.3064201,0.9564325,0.8587516
2014-11-20-20-21,95,BarChart - mark w/color,1.965956,0.4059082,0.3680911
2014-11-20-20-21,96,BarChart - white,2.2599755,0.1310404,0.084392
2014-11-20-20-21,97,BarChart - white,0.3414321,0.0991714,0.1105916
2014-11-20-20-21,98,BarChart - all same color,3.0733713,0.8347866,0.9177104
2014-11-20-20-21,99,BarChart - all different color,1.0194436,0.2184478,0.2374691
2014-11-20-20-21,100,BarChart - mark w/color,2.061078,0.2814748,0.240995
2014-11-20-20-21,101,BarChart - white,1.5254821,0.3346011,0.3070629
2014-11-20-20-21,102,BarChart - mark w/color,3.1905188,0.7587705,0.6687266
2014-11-20-20-21,103,BarChart - mark w/color,1.5949219,0.6715448,0.642587
2014-11-20-20-21,104,BarChart - all same color,0.4665852,0.3959903,0.4085586
2014-11-20-20-21,105,BarChart - all different color,3.3311673,0.2610222,0.1616297
2014-11-20-20-21,106,BarChart - all different color,2.7290003,0.3090848,0.2440352
2014-11-20-20-21,107,BarChart - white,3.1849221,0.2614164,0.171726
2014-11-20-20-21,108,BarChart - all different color,2.4471361,0.3912437,0.4445269
2014-11-20-20-21,109,BarChart - white,3.02149,0.4918909,0.4119403
2014-11-20-20-21,110,BarChart - all different color,3.0873412,0.0114582,0.095201
2014-11-20-20-21,111,BarChart - white,-1.4187212,0.2968178,0.2943274
2014-11-20-20-21,112,BarChart - all same color,1.7723947,0.4205625,0.4534746
2014-11-20-20-21,113,BarChart - white,3.290957,0.5422509,0.4456248
2014-11-20-20-21,114,BarChart - white,3.2920686,0.4587895,0.3620879
2014-11-20-20-21,115,BarChart - all same color,2.6534374,0.4738271,0.5354936
2014-11-20-20-21,116,BarChart - mark w/color,1.5276708,0.9924939,0.9649119
2014-11-20-20-21,117,BarChart - mark w/color,3.3191061,0.2597066,0.3582612
2014-11-20-20-21,118,BarChart - all different color,1.6728993,0.9232707,0.9539061
2014-11-20-20-21,119,BarChart - all different color,2.1569683,0.8179182,0.8612658
2014-11-20-18-12,0,BarChart - mark w/color,-1.5961013,0.9405173,0.942575
2014-11-20-18-12,1,BarChart - white,1.4912152,0.6772527,0.7041153
2014-11-20-18-12,2,BarChart - white,2.1436976,0.3471372,0.3041979
2014-11-20-18-12,3,BarChart - all different color,0.3238627,0.575585,0.5868518
2014-11-20-18-12,4,BarChart - all different color,2.0458655,0.2860263,0.2459842
2014-11-20-18-12,5,BarChart - mark w/color,1.9759632,0.8015879,0.7634988
2014-11-20-18-12,6,BarChart - all same color,2.4257632,0.3262247,0.2737434
